DOM Element Count,Legislation Section URL,Chapter,Part,Divison,Subdivision
111,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157944,Chapter 5 Approved arrangements,Part 2 Approved arrangements for exporter supply chain assurance operations,Division 5 Suspension of approved arrangement,5 21 A  Suspension requested by holderprescribed circumstances
112,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157945,Chapter 5 Approved arrangements,Part 2 Approved arrangements for exporter supply chain assurance operations,Division 5 Suspension of approved arrangement,5 21 B  Suspension requested by holderprescribed information
113,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157946,Chapter 5 Approved arrangements,Part 2 Approved arrangements for exporter supply chain assurance operations,Division 5 Suspension of approved arrangement,5 22  Suspension by Secretaryother grounds for suspension
114,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157947,Chapter 5 Approved arrangements,Part 2 Approved arrangements for exporter supply chain assurance operations,Division 6 Revocation of approved arrangement,
115,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157948,Chapter 5 Approved arrangements,Part 2 Approved arrangements for exporter supply chain assurance operations,Division 6 Revocation of approved arrangement,5 23  Other grounds for revocation
116,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157949,Chapter 5 Approved arrangements,Part 2 Approved arrangements for exporter supply chain assurance operations,Division 7 Fit and proper persons,
117,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157950,Chapter 5 Approved arrangements,Part 2 Approved arrangements for exporter supply chain assurance operations,Division 7 Fit and proper persons,5 24  Kinds of persons who are required to be fit and proper persons
118,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157951,Chapter 5 Approved arrangements,Part 2 Approved arrangements for exporter supply chain assurance operations,Division 8 Miscellaneous,
119,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157952,Chapter 5 Approved arrangements,Part 2 Approved arrangements for exporter supply chain assurance operations,Division 8 Miscellaneous,5 25  Secretary may publish information given by holder of approved arrangement for exporter supply chain assurance operations
120,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157953,Chapter 5 Approved arrangements,Part 3 Matters relating to applications,Division 8 Miscellaneous,
121,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157954,Chapter 5 Approved arrangements,Part 3 Matters relating to applications,Division 8 Miscellaneous,5 26  Application of this Part
122,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157955,Chapter 5 Approved arrangements,Part 3 Matters relating to applications,Division 8 Miscellaneous,5 27  Documents to accompany application relating to arrangement for exporter supply chain assurance operations
123,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157956,Chapter 5 Approved arrangements,Part 3 Matters relating to applications,Division 8 Miscellaneous,5 28  Initial consideration period
124,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157957,Chapter 5 Approved arrangements,Part 3 Matters relating to applications,Division 8 Miscellaneous,5 29  Maximum period within which request relating to application must be complied with
125,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157958,Chapter 6 Livestock export licences,Part 3 Matters relating to applications,Division 8 Miscellaneous,
126,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157959,Chapter 6 Livestock export licences,Part 1 Requirements for grant of livestock export licence,Division 8 Miscellaneous,
127,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157960,Chapter 6 Livestock export licences,Part 1 Requirements for grant of livestock export licence,Division 1 Requirements for grant of livestock export licence,
128,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157961,Chapter 6 Livestock export licences,Part 1 Requirements for grant of livestock export licence,Division 1 Requirements for grant of livestock export licence,6 1  Other requirements for grant of livestock export licence
129,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157962,Chapter 6 Livestock export licences,Part 1 Requirements for grant of livestock export licence,Division 2 Other matters relating to livestock export licences,
130,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157963,Chapter 6 Livestock export licences,Part 1 Requirements for grant of livestock export licence,Division 2 Other matters relating to livestock export licences,6 2  Other information to be stated in livestock export licence
131,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157964,Chapter 6 Livestock export licences,Part 1 Requirements for grant of livestock export licence,Division 2 Other matters relating to livestock export licences,6 3  Period of effect of livestock export licence
132,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157965,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 2 Other matters relating to livestock export licences,
133,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157966,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 1 Purpose of this Part,
134,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157967,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 1 Purpose of this Part,6 4  Purpose of this Part
135,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157968,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 2 General conditions,
136,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157969,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 2 General conditions,6 5  Audits
137,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157970,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 2 General conditions,6 6  Australian Standards for the Export of Livestock
138,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157971,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 2 General conditions,6 7  Holder of licence must have and comply with an approved ESCAS
139,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157972,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 2 General conditions,6 8  Compliance with operations and governance manual
140,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157973,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 2 General conditions,6 8 A  Orders made by authorised officer
141,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157974,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 3 Exports of cattle to the Republic of Korea,
142,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157975,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 3 Exports of cattle to the Republic of Korea,6 9  Restrictions on export
143,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157976,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 3 Exports of cattle to the Republic of Korea,6 10  Conditions on export
144,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157977,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,
145,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157978,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,Subdivision AApplication of this Division
146,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157979,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 11  Application of this Division
147,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157980,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,Subdivision BProhibition on export to specific places
148,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157981,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 12  Sheep must not be exported to Oman between 8 May and 14 September
149,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157982,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 13  Sheep must not be exported to Qatar between 1 June and 21 September
150,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157983,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 14  Sheep must not be exported to Bahrain Iran Iraq Kingdom of Saudi Arabia Kuwait or the United Arab Emirates between 1 June and 14 September
151,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157984,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 14 A  Sheep must not be exported through certain waters between 15 June and 14 September
152,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157985,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 14 B  Sheep must not be exported to certain countries in the Middle East between 22 May and 31 May unless certain conditions satisfied
153,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157986,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,Subdivision CExports during northern summer
154,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157987,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 15  Application of this Subdivision
155,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157988,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 16  General conditions
156,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157989,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 17  Pen air turnover
157,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157990,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 18  Condition of sheep and of pens on vessel
158,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157991,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 19  Exports to Kuwait
159,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157992,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 19 A  Conditions that apply in relation to the export of sheep between 1 May and 14 Junecertain voyages
160,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157993,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 20  Restrictions on number of ports where vessel may dockcertain voyages
161,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157994,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,Subdivision DExports during northern winter
162,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157995,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 21  Application of this Subdivision
163,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157996,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 22  Watering systems
164,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157997,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 4 Exports of sheep by sea to the Middle East,6 23  Pen air turnover
165,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157998,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,
166,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166157999,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 24  Pre export conditions for sheep and goats
167,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158000,Chapter 6 Livestock export licences,Part 2 Conditions of livestock export licence,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 25  Shipping conditions for sheep goats and cattle
168,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158001,Chapter 6 Livestock export licences,Part 3 Renewal of livestock export licence,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,
169,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158002,Chapter 6 Livestock export licences,Part 3 Renewal of livestock export licence,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 26  Period within which application to renew livestock export licence must be made
170,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158003,Chapter 6 Livestock export licences,Part 4 Suspension of livestock export licence,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,
171,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158004,Chapter 6 Livestock export licences,Part 4 Suspension of livestock export licence,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 27  Other grounds for suspension
172,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158005,Chapter 6 Livestock export licences,Part 5 Revocation of livestock export licence,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,
173,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158006,Chapter 6 Livestock export licences,Part 5 Revocation of livestock export licence,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 28  Other grounds for revocation
174,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158007,Chapter 6 Livestock export licences,Part 6 Obligations of holders of livestock export licences,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,
175,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158008,Chapter 6 Livestock export licences,Part 6 Obligations of holders of livestock export licences,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 29  Other events of which Secretary must be notified
176,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158009,Chapter 6 Livestock export licences,Part 7 Fit and proper persons,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,
177,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158010,Chapter 6 Livestock export licences,Part 7 Fit and proper persons,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 30  Kinds of persons who are required to be fit and proper persons
178,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158011,Chapter 6 Livestock export licences,Part 8 Matters relating to applications,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,
179,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158012,Chapter 6 Livestock export licences,Part 8 Matters relating to applications,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 31  Application of this Part
180,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158013,Chapter 6 Livestock export licences,Part 8 Matters relating to applications,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 32  Initial consideration period
181,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158014,Chapter 6 Livestock export licences,Part 8 Matters relating to applications,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,6 33  Maximum period within which request relating to application must be complied with
182,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158015,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 5 Exports of sheep goats and cattle to the Kingdom of Saudi Arabia,
183,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158016,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 1 Approval of ESCAS,
184,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158017,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 1 Approval of ESCAS,6 34  Meaning of ESCAS
185,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158018,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 1 Approval of ESCAS,6 35  Holder of livestock export licence may apply for approval of proposed ESCAS
186,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158019,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 1 Approval of ESCAS,6 36  Requirements for applications
187,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158020,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 1 Approval of ESCAS,6 37  Secretary may approve proposed ESCAS
188,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158021,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 1 Approval of ESCAS,6 38  Period of effect of approved ESCAS
189,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158022,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 2 Variation of approved ESCAS,
190,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158023,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 2 Variation of approved ESCAS,6 39  Holder of approved ESCAS may apply to Secretary to vary ESCAS or conditions of ESCAS
191,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158024,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 2 Variation of approved ESCAS,6 40  Secretary may require approved ESCAS to be varied or vary conditions of approved ESCAS
192,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158025,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 2 Variation of approved ESCAS,6 41  Effect of varied approved ESCAS
193,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158026,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 3 Revocation of approved ESCAS,
194,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158027,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 3 Revocation of approved ESCAS,6 42  Secretary may revoke approved ESCAS
195,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158028,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 3 Revocation of approved ESCAS,6 42 A  Notice of revocation
196,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158029,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 4 Other matters,
197,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158030,Chapter 6 Livestock export licences,Part 9 Exporter supply chain assurance systems,Division 4 Other matters,6 43  Holder of approved ESCAS must notify Secretary of change in circumstance
198,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158031,Chapter 6 Livestock export licences,Part 10 Miscellaneous,Division 4 Other matters,
199,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158032,Chapter 6 Livestock export licences,Part 10 Miscellaneous,Division 4 Other matters,6 44  Secretary may publish information in daily end of voyage or end of journey reports relating to prescribed livestock
200,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158033,Chapter 7 Export permits,Part 10 Miscellaneous,Division 4 Other matters,
201,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158034,Chapter 7 Export permits,Part 1 Issue of export permit,Division 4 Other matters,
202,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158035,Chapter 7 Export permits,Part 1 Issue of export permit,Division 4 Other matters,7 1  Other matters to which Secretary may have regard in relation to application for export permit
203,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158036,Chapter 7 Export permits,Part 1 Issue of export permit,Division 4 Other matters,7 2  Requirements for export permit
204,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158037,Chapter 7 Export permits,Part 1 Issue of export permit,Division 4 Other matters,7 3  Conditions of export permit
205,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158038,Chapter 7 Export permits,Part 1 Issue of export permit,Division 4 Other matters,7 4  Period of effect of export permit
206,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158039,Chapter 7 Export permits,Part 2 Variation suspension and revocation of export permit,Division 4 Other matters,
207,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158040,Chapter 7 Export permits,Part 2 Variation suspension and revocation of export permit,Division 4 Other matters,7 5  Circumstances for varying export permit for prescribed livestock
208,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158041,Chapter 7 Export permits,Part 2 Variation suspension and revocation of export permit,Division 4 Other matters,7 6  Period of effect of varied export permit
209,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158042,Chapter 7 Export permits,Part 2 Variation suspension and revocation of export permit,Division 4 Other matters,7 7  Circumstances in which export permit may be suspended
210,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158043,Chapter 7 Export permits,Part 2 Variation suspension and revocation of export permit,Division 4 Other matters,7 8  Other circumstances in which export permit may be revoked
211,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158044,Chapter 7 Export permits,Part 3 Other matters,Division 4 Other matters,
212,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158045,Chapter 7 Export permits,Part 3 Other matters,Division 4 Other matters,7 9  Changes that require additional or corrected information to be given to the Secretary
213,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158046,Chapter 7 Export permits,Part 3 Other matters,Division 4 Other matters,7 10  Return of export permit
214,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158047,Chapter 7 Export permits,Part 3 Other matters,Division 4 Other matters,7 11  Notification that prescribed livestock prescribed live animals or prescribed animal reproductive material are not to be exported
